employee_id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,dept,salary
1424,0.94,0.96,4,270,3,1,0,0,technical,low
1425,0.89,0.63,4,270,3,1,0,0,sales,medium
1426,0.89,0.63,4,270,3,1,0,0,sales,medium
1427,0.5,0.6,3,270,3,1,0,0,management,medium
1428,0.56,0.97,3,270,3,1,0,0,technical,medium
1429,0.95,0.84,3,270,3,1,0,1,sales,medium
1430,0.95,0.84,3,270,3,1,0,1,sales,medium
1431,0.55,0.6,5,271,3,1,0,0,RandD,medium
1432,0.63,0.86,4,271,3,1,0,0,support,medium
1433,0.88,0.66,4,271,3,1,0,0,IT,medium
1434,0.61,0.5,4,271,3,1,0,0,sales,medium
1435,0.52,0.96,3,271,3,1,0,0,technical,medium
1436,0.52,0.96,3,271,3,1,0,0,technical,medium
1437,0.85,0.69,5,273,3,1,0,0,hr,low
1438,0.71,0.55,4,273,3,1,0,0,RandD,medium
1439,0.88,0.63,3,273,3,1,0,0,RandD,low
1440,0.74,0.67,3,273,3,1,0,0,hr,low
1441,0.33,0.64,2,274,3,1,0,0,technical,high
1442,0.33,0.64,2,274,3,1,0,0,technical,high
1443,0.63,0.82,5,275,3,1,0,0,sales,medium
1444,1,0.95,3,275,3,1,0,0,sales,medium
1445,0.61,0.99,2,275,3,1,0,0,sales,medium
1446,0.43,0.38,2,278,3,1,0,0,sales,low
1447,0.88,0.77,3,279,3,1,0,0,sales,medium
1448,0.54,0.82,2,279,3,1,0,0,marketing,low
1449,0.15,0.81,5,280,3,1,0,0,RandD,high
1450,0.15,0.81,5,280,3,1,0,0,RandD,high
1451,0.85,0.65,4,280,3,1,0,0,IT,medium
1452,0.74,0.81,5,281,3,1,0,0,support,low
1453,0.75,0.55,5,281,3,1,0,0,sales,low
1454,0.45,0.5,5,99,4,1,0,0,accounting,low
1455,0.66,0.75,6,100,4,1,0,0,support,low
1456,0.47,0.55,4,100,4,1,0,0,technical,low
1457,0.57,0.99,3,100,4,1,0,0,technical,low
1458,0.83,0.37,5,101,4,1,0,0,support,low
1459,0.7,0.69,3,102,4,1,0,0,product_mng,medium
1460,0.3,0.98,2,109,4,1,0,0,technical,low
1461,0.23,0.4,6,110,4,1,0,0,marketing,low
1462,0.74,0.75,4,111,4,1,0,0,product_mng,medium
1463,0.4,0.59,3,111,4,1,0,0,IT,low
1464,0.61,0.83,3,112,4,1,0,0,technical,low
1465,0.36,0.4,4,114,4,1,0,0,technical,low
1466,0.54,0.5,2,123,4,1,0,0,accounting,low
1467,0.49,1,2,125,4,1,0,0,sales,low
1468,0.49,1,2,125,4,1,0,0,sales,low
1469,0.3,0.44,5,128,4,1,0,0,technical,medium
1470,0.89,0.83,5,130,4,1,1,0,support,medium
1471,0.13,0.74,6,132,4,1,0,0,technical,medium
1472,0.91,0.6,4,133,4,1,0,0,sales,medium
1473,0.68,0.71,5,135,4,1,0,0,marketing,medium
1474,0.71,0.96,5,135,4,1,0,0,marketing,low
1475,0.49,0.58,3,136,4,1,0,0,technical,low
1476,0.65,0.57,3,137,4,1,0,0,sales,high
1477,0.96,1,3,137,4,1,0,0,marketing,low
1478,0.62,0.36,2,137,4,1,0,0,marketing,medium
1479,0.75,0.54,6,138,4,1,0,0,sales,medium
1480,0.95,0.64,3,138,4,1,0,0,technical,low
1481,0.51,0.7,4,142,4,1,0,0,sales,low
1482,0.72,0.52,3,143,4,1,0,0,support,low
1483,0.16,0.57,5,144,4,1,0,0,product_mng,low
1484,0.58,0.57,3,144,4,1,0,0,sales,medium
1485,0.88,0.72,2,144,4,1,0,0,technical,low
1486,0.92,0.88,3,145,4,1,0,0,sales,high
1487,0.61,0.63,4,146,4,1,0,0,sales,low
1488,0.6,0.4,3,146,4,1,0,0,technical,low
1489,0.75,0.71,5,147,4,1,0,0,IT,medium
1490,0.91,0.53,3,147,4,1,0,0,support,high
1491,0.68,1,3,148,4,1,0,0,sales,low
1492,0.56,0.84,4,149,4,1,0,0,IT,medium
1493,0.66,0.52,3,149,4,1,0,0,sales,medium
1494,0.78,0.77,3,149,4,1,0,0,support,medium
1495,0.58,0.84,4,150,4,1,0,0,sales,low
1496,0.23,0.63,5,151,4,1,0,0,technical,low
1497,0.54,0.61,4,151,4,1,0,0,support,medium
1498,0.63,0.85,3,151,4,1,0,0,product_mng,medium
1499,0.61,0.71,3,152,4,1,0,0,support,medium
1500,0.41,0.69,2,152,4,1,0,0,IT,low
1501,0.7,0.63,3,155,4,1,0,0,RandD,low
1502,0.66,0.76,3,155,4,1,0,0,product_mng,low
1503,0.2,0.48,4,156,4,1,0,0,sales,medium
1504,0.88,0.68,5,157,4,1,0,0,marketing,medium
1505,0.57,0.54,3,157,4,1,0,0,sales,high
1506,0.98,0.39,5,158,4,1,0,0,product_mng,medium
1507,0.14,0.62,4,158,4,1,1,0,technical,low
1508,0.14,0.62,4,158,4,1,1,0,technical,low
1509,0.14,0.62,4,158,4,1,1,0,technical,low
1510,0.88,0.76,4,159,4,1,0,0,sales,low
1511,0.57,0.49,3,159,4,1,0,0,technical,high
1512,0.79,0.93,5,160,4,1,0,0,accounting,medium
1513,0.15,0.66,5,160,4,1,0,0,sales,medium
1514,0.22,0.53,5,160,4,1,0,0,sales,medium
1515,0.93,0.63,3,160,4,1,0,0,sales,low
1516,0.63,0.98,3,160,4,1,0,0,marketing,low
1517,0.42,0.86,3,160,4,1,0,0,sales,low
1518,0.54,0.93,4,161,4,1,0,0,hr,low
1519,0.92,0.67,4,161,4,1,0,0,marketing,low
1520,0.77,0.68,5,162,4,1,0,0,technical,medium
1521,0.12,0.82,5,162,4,1,0,0,sales,medium
1522,0.52,0.68,3,162,4,1,0,0,technical,low
1523,0.77,0.65,2,162,4,1,0,0,support,medium
1524,0.7,0.61,4,163,4,1,0,0,sales,low
1525,0.45,0.92,6,164,4,1,0,0,marketing,low
1526,0.28,0.37,3,164,4,1,0,0,accounting,low
1527,0.28,0.37,3,164,4,1,0,0,accounting,low
1528,0.21,0.99,6,165,4,1,0,0,RandD,low
1529,0.62,0.69,4,165,4,1,0,0,technical,medium
1530,0.2,0.98,4,166,4,1,0,0,sales,medium
1531,0.51,0.54,4,166,4,1,0,0,sales,low
1532,0.81,0.44,4,166,4,1,0,0,support,low
1533,0.68,0.5,4,166,4,1,0,0,technical,medium
1534,0.5,0.95,3,166,4,1,0,0,technical,low
1535,0.78,0.76,5,168,4,1,0,0,sales,low
1536,0.98,0.75,5,168,4,1,0,0,RandD,medium
1537,0.49,0.83,3,168,4,1,0,0,hr,low
1538,0.66,0.57,3,169,4,1,0,0,marketing,medium
1539,0.88,0.84,4,171,4,1,0,0,support,medium
1540,0.3,0.97,3,171,4,1,0,0,management,medium
1541,0.91,0.52,4,172,4,1,0,0,management,high
1542,0.73,0.63,3,172,4,1,0,0,accounting,low
1543,0.23,0.99,5,176,4,1,0,0,sales,low
1544,0.68,0.51,4,176,4,1,0,0,sales,low
1545,0.75,0.79,4,176,4,1,0,0,support,medium
1546,0.18,0.48,4,176,4,1,0,0,sales,low
1547,0.99,0.57,3,176,4,1,0,0,support,medium
1548,0.74,0.59,4,177,4,1,0,0,sales,medium
1549,0.88,0.61,4,177,4,1,0,0,support,low
1550,0.88,0.61,4,177,4,1,0,0,support,low
1551,0.72,0.95,2,178,4,1,0,0,product_mng,medium
1552,0.19,0.64,5,181,4,1,0,0,support,medium
1553,0.8,0.74,5,181,4,1,0,0,management,medium
1554,0.45,0.53,3,181,4,1,0,0,accounting,low
1555,0.49,0.95,2,181,4,1,0,0,IT,low
1556,0.88,0.96,5,182,4,1,0,0,marketing,medium
1557,0.62,0.75,4,183,4,1,0,0,sales,low
1558,0.69,0.56,3,183,4,1,0,0,RandD,low
1559,0.72,0.73,5,184,4,1,0,0,technical,low
1560,0.99,0.82,6,185,4,1,0,0,sales,high
1561,0.13,0.87,3,185,4,1,0,0,management,low
1562,0.25,0.8,5,186,4,1,0,0,support,medium
1563,1,0.55,4,186,4,1,0,0,technical,medium
1564,1,0.55,4,186,4,1,0,0,technical,medium
1565,0.55,0.91,4,187,4,1,0,0,hr,low
1566,0.97,0.58,4,187,4,1,0,0,management,high
1567,0.52,0.61,4,187,4,1,0,0,sales,medium
1568,0.52,0.61,4,187,4,1,0,0,sales,medium
1569,0.5,0.89,3,187,4,1,0,0,sales,medium
1570,0.63,0.9,4,188,4,1,0,0,sales,low
1571,0.19,1,4,188,4,1,0,0,marketing,medium
1572,0.83,0.98,5,189,4,1,0,0,management,low
1573,0.99,0.57,3,189,4,1,0,0,sales,medium
1574,0.3,0.58,2,189,4,1,0,0,accounting,low
1575,0.3,0.58,2,189,4,1,0,0,accounting,low
1576,0.8,0.62,5,190,4,1,0,0,IT,medium
1577,0.8,0.62,5,190,4,1,0,0,IT,medium
1578,0.99,0.7,4,190,4,1,0,0,RandD,medium
1579,0.76,0.44,4,192,4,1,0,0,technical,low
1580,0.77,0.95,3,192,4,1,0,0,RandD,medium
1581,0.23,0.51,6,194,4,1,0,0,RandD,medium
1582,0.96,0.74,5,194,4,1,0,0,sales,medium
1583,0.65,0.75,3,194,4,1,0,0,sales,low
1584,0.96,0.8,5,195,4,1,0,0,hr,low
1585,0.73,0.86,4,196,4,1,0,0,IT,low
1586,0.99,0.54,4,196,4,1,0,0,hr,high
1587,0.99,0.73,5,197,4,1,0,0,technical,low
1588,0.23,0.73,5,197,4,1,0,0,RandD,low
1589,0.96,0.58,5,197,4,1,0,0,IT,low
1590,0.86,0.87,3,197,4,1,0,0,support,medium
1591,0.85,0.88,3,198,4,1,0,0,technical,medium
1592,0.8,0.4,5,199,4,1,0,0,support,high
1593,0.8,0.81,3,199,4,1,0,0,support,medium
1594,0.16,0.82,6,202,4,1,0,1,sales,medium
1595,0.16,0.82,6,202,4,1,0,1,sales,medium
1596,1,0.65,4,202,4,1,0,0,hr,low
1597,0.78,0.96,3,202,4,1,0,0,marketing,medium
1598,0.78,0.96,3,202,4,1,0,0,marketing,medium
1599,0.59,0.82,4,203,4,1,0,0,sales,low
1600,0.66,0.48,3,203,4,1,0,0,management,low
1601,0.35,0.71,6,204,4,1,0,0,technical,medium
1602,0.23,0.99,4,204,4,1,1,0,accounting,low
1603,0.9,0.68,4,204,4,1,0,0,support,low
1604,0.4,0.72,3,204,4,1,0,0,sales,low
1605,0.79,0.56,6,205,4,1,0,0,IT,medium
1606,0.16,0.74,5,205,4,1,0,0,sales,low
1607,0.93,0.57,2,205,4,1,0,0,product_mng,medium
1608,0.54,0.65,5,206,4,1,0,0,sales,low
1609,0.9,0.74,4,206,4,1,0,0,IT,low
1610,0.68,0.97,5,207,4,1,0,0,RandD,low
1611,0.53,0.92,3,207,4,1,0,0,sales,low
1612,0.77,0.87,3,207,4,1,0,0,sales,low
1613,0.86,0.82,2,207,4,1,0,0,technical,low
1614,0.79,0.97,5,208,4,1,0,0,technical,medium
1615,0.15,0.59,5,209,4,1,0,0,support,medium
1616,0.49,0.43,5,210,4,1,0,0,technical,medium
1617,0.84,0.53,3,210,4,1,0,0,marketing,medium
1618,0.84,0.53,3,210,4,1,0,0,marketing,medium
1619,0.6,0.78,6,211,4,1,0,0,product_mng,medium
1620,0.83,0.53,3,211,4,1,0,0,sales,low
1621,0.45,0.68,4,212,4,1,1,0,sales,low
1622,0.23,0.66,4,212,4,1,0,0,accounting,low
1623,0.49,0.58,4,213,4,1,0,0,product_mng,low
1624,0.26,0.43,4,215,4,1,0,0,support,low
1625,0.81,0.54,3,215,4,1,0,0,sales,low
1626,0.65,0.9,6,217,4,1,0,1,RandD,medium
1627,0.65,0.9,6,217,4,1,0,1,RandD,medium
1628,0.61,0.5,4,217,4,1,0,0,product_mng,medium
1629,0.82,0.55,3,217,4,1,0,0,technical,medium
1630,0.17,0.56,5,218,4,1,0,0,support,medium
1631,0.88,0.66,4,218,4,1,0,0,marketing,low
1632,0.21,0.76,6,219,4,1,0,0,sales,medium
1633,0.6,0.97,4,219,4,1,0,0,hr,low
1634,0.6,0.48,4,219,4,1,0,0,sales,medium
1635,0.76,0.8,2,219,4,1,0,0,sales,low
1636,0.22,0.92,6,220,4,1,0,0,sales,low
1637,0.67,0.81,3,221,4,1,0,0,accounting,medium
1638,0.18,0.64,3,223,4,1,0,0,sales,low
1639,0.91,0.55,3,223,4,1,0,0,technical,low
1640,0.32,0.67,5,224,4,1,0,0,accounting,medium
1641,0.73,0.5,4,224,4,1,0,0,support,low
1642,0.75,0.53,4,224,4,1,0,0,support,medium
1643,0.75,0.53,4,224,4,1,0,0,support,medium
1644,0.62,0.77,3,225,4,1,0,0,technical,low
1645,0.96,0.55,3,225,4,1,0,0,sales,medium
1646,0.96,0.55,3,225,4,1,0,0,sales,medium
1647,0.19,0.98,5,226,4,1,0,0,accounting,low
1648,0.24,0.54,4,226,4,1,0,0,accounting,medium
1649,0.59,0.62,4,227,4,1,0,0,technical,low
1650,0.49,0.8,3,227,4,1,0,0,technical,low
1651,0.24,0.89,5,228,4,1,0,0,support,high
1652,0.91,0.99,5,228,4,1,0,0,sales,low
1653,0.23,0.64,3,228,4,1,0,0,technical,medium
1654,0.56,0.56,5,229,4,1,0,0,support,low
1655,0.84,0.73,5,230,4,1,0,0,accounting,low
1656,0.82,0.75,3,230,4,1,0,0,accounting,medium
1657,0.19,0.64,5,231,4,1,0,0,IT,medium
1658,0.73,0.88,5,233,4,1,0,0,sales,medium
1659,0.73,0.88,5,233,4,1,0,0,sales,medium
1660,0.82,0.81,4,233,4,1,1,0,support,low
1661,0.65,0.74,4,233,4,1,0,0,management,low
1662,0.82,0.81,4,233,4,1,1,0,support,low
1663,0.65,0.74,4,233,4,1,0,0,management,low
1664,0.82,0.81,4,233,4,1,1,0,support,low
1665,0.49,0.89,2,233,4,1,0,0,sales,medium
1666,0.91,0.6,4,235,4,1,0,0,marketing,low
1667,0.91,0.6,4,235,4,1,0,0,marketing,low
1668,0.53,0.56,5,236,4,1,0,0,support,high
1669,0.92,0.89,4,236,4,1,0,0,technical,medium
1670,0.93,0.84,3,237,4,1,0,0,sales,low
1671,0.6,0.59,3,237,4,1,0,0,product_mng,low
1672,0.71,0.99,4,238,4,1,0,0,sales,high
1673,0.74,0.97,3,239,4,1,0,0,sales,medium
1674,0.73,0.46,4,240,4,1,0,0,RandD,medium
1675,0.72,0.63,4,241,4,1,0,0,marketing,medium
1676,0.1,0.92,6,243,4,1,1,0,sales,low
1677,0.77,0.58,4,243,4,1,0,1,sales,medium
1678,0.1,0.89,6,244,4,1,1,0,support,low
1679,0.11,0.79,6,244,4,1,1,0,sales,medium
1680,0.18,0.93,3,245,4,1,0,0,RandD,low
1681,0.52,0.49,4,249,4,1,0,0,technical,medium
1682,0.55,0.93,4,251,4,1,0,0,RandD,low
1683,0.59,0.84,4,251,4,1,0,1,management,low
1684,0.59,0.84,4,251,4,1,0,1,management,low
1685,0.73,0.6,3,252,4,1,0,0,sales,low
1686,0.1,0.92,7,253,4,1,1,0,support,low
1687,0.11,0.93,6,253,4,1,1,0,technical,low
1688,0.74,0.7,3,253,4,1,0,0,RandD,medium
1689,0.7,0.74,3,253,4,1,0,0,support,low
1690,0.09,0.97,7,254,4,1,1,0,RandD,medium
1691,0.09,0.97,7,254,4,1,1,0,RandD,medium
1692,0.09,0.97,7,254,4,1,1,0,RandD,medium
1693,0.1,0.96,6,254,4,1,1,0,sales,medium
1694,0.73,0.74,3,254,4,1,0,0,marketing,medium
1695,0.81,0.92,5,255,4,1,0,0,technical,low
1696,0.81,0.62,4,255,4,1,0,0,technical,low
1697,0.78,0.72,3,255,4,1,0,0,management,low
1698,0.9,0.6,3,255,4,1,0,0,marketing,low
1699,0.56,0.51,5,256,4,1,0,0,sales,low
1700,0.63,0.66,3,256,4,1,0,0,RandD,low
1701,0.17,0.71,5,257,4,1,0,0,sales,medium
1702,0.94,0.76,3,257,4,1,0,0,management,low
1703,0.14,0.99,3,257,4,1,0,0,sales,low
1704,0.74,0.59,2,257,4,1,0,0,sales,medium
1705,0.23,0.87,5,258,4,1,0,0,accounting,high
1706,0.97,0.4,4,258,4,1,0,0,technical,medium
1707,0.77,0.48,4,258,4,1,0,0,sales,low
1708,0.14,0.56,5,259,4,1,0,0,IT,low
1709,0.14,0.56,5,259,4,1,0,0,IT,low
1710,0.09,0.95,6,260,4,1,1,0,technical,low
1711,0.7,0.84,3,260,4,1,0,0,support,medium
1712,0.7,0.84,3,260,4,1,0,0,support,medium
1713,0.11,0.96,6,262,4,1,1,0,technical,low
1714,0.1,0.83,6,264,4,1,1,0,sales,medium
1715,0.98,0.91,3,264,4,1,0,0,marketing,medium
1716,0.6,0.7,4,265,4,1,0,0,accounting,medium
1717,0.99,0.92,4,265,4,1,0,0,product_mng,medium
1718,0.99,0.92,4,265,4,1,0,0,product_mng,medium
1719,0.11,0.81,6,266,4,1,1,0,sales,medium
1720,0.1,0.86,6,266,4,1,1,0,technical,low
1721,0.11,0.81,6,266,4,1,1,0,sales,medium
1722,0.11,0.81,6,266,4,1,1,0,sales,medium
1723,0.1,0.97,6,267,4,1,1,0,support,low
1724,0.1,0.97,6,267,4,1,1,0,support,low
1725,0.1,0.97,6,267,4,1,1,0,support,low
1726,0.44,0.92,6,268,4,1,0,0,accounting,medium
1727,0.45,0.87,2,268,4,1,0,0,IT,low
1728,0.9,0.59,6,269,4,1,0,0,management,medium
1729,0.21,0.42,4,269,4,1,0,0,RandD,medium
1730,0.24,0.74,3,269,4,1,0,0,support,medium
1731,0.95,0.94,2,269,4,1,0,0,sales,low
1732,0.68,0.54,3,270,4,1,0,0,sales,low
1733,0.97,0.63,3,270,4,1,0,0,technical,high
1734,0.96,0.84,4,272,4,1,0,0,sales,medium
1735,0.75,1,4,272,4,1,0,0,IT,medium
1736,0.55,0.61,4,272,4,1,0,0,marketing,low
1737,0.11,0.86,6,273,4,1,1,0,support,low
1738,0.73,0.69,6,273,4,1,0,0,marketing,medium
1739,0.91,0.79,5,273,4,1,0,0,support,medium
1740,0.14,0.73,5,273,4,1,0,0,sales,low
1741,0.66,0.66,4,273,4,1,0,0,IT,low
1742,0.66,0.66,4,273,4,1,0,0,IT,low
1743,0.58,0.97,3,274,4,1,0,1,sales,medium
1744,0.58,0.97,3,274,4,1,0,1,sales,medium
1745,0.14,0.54,5,275,4,1,0,0,sales,high
1746,0.76,0.72,3,275,4,1,0,0,sales,medium
1747,0.77,0.87,3,275,4,1,0,0,support,medium
1748,0.77,0.87,3,275,4,1,0,0,support,medium
1749,0.71,0.36,4,278,4,1,0,0,product_mng,high
1750,0.3,0.7,5,280,4,1,0,0,accounting,low
1751,1,0.83,4,280,4,1,0,0,sales,low
1752,0.14,0.66,5,281,4,1,0,0,accounting,medium
1753,0.14,0.66,5,281,4,1,0,0,accounting,medium
1754,0.24,0.5,4,282,4,1,0,0,support,low
1755,0.24,0.5,4,282,4,1,0,0,support,low
1756,0.1,0.84,6,283,4,1,1,0,technical,low
1757,0.1,0.84,6,283,4,1,1,0,technical,low
1758,0.1,0.84,6,283,4,1,1,0,technical,low
1759,0.1,0.78,5,285,4,1,1,0,RandD,medium
1760,0.1,0.78,5,285,4,1,1,0,RandD,medium
1761,0.1,0.93,6,289,4,1,1,0,support,low
1762,0.1,0.93,6,289,4,1,1,0,support,low
1763,0.1,0.93,6,289,4,1,1,0,support,low
1764,0.11,0.86,6,299,4,1,1,0,sales,low
1765,0.11,0.78,6,300,4,1,1,0,RandD,low
1766,0.1,0.81,6,301,4,1,1,0,sales,medium
1767,0.11,0.82,6,304,4,1,1,0,accounting,low
1768,0.11,0.91,6,308,4,1,1,0,IT,low
1769,0.11,0.91,6,308,4,1,1,0,IT,low
1770,0.11,0.91,6,308,4,1,1,0,IT,low
1771,0.3,0.56,3,309,4,1,1,0,technical,low
1772,0.16,0.87,3,99,5,1,0,0,IT,medium
1773,0.37,0.45,6,100,5,1,0,0,sales,medium
1774,0.78,0.66,6,105,5,1,0,0,RandD,low
1775,0.64,0.63,5,105,5,1,0,0,RandD,low
1776,0.48,0.54,4,105,5,1,0,0,support,low
1777,0.72,0.65,3,109,5,1,0,0,technical,low
1778,0.29,0.65,5,110,5,1,0,0,sales,low
1779,0.36,0.94,3,113,5,1,0,0,technical,medium
1780,0.73,0.52,2,113,5,1,0,0,support,medium
1781,0.32,0.66,5,116,5,1,0,0,technical,high
1782,0.91,0.43,4,117,5,1,0,0,technical,medium
1783,0.43,0.74,4,121,5,1,0,0,technical,low
1784,0.43,0.5,4,121,5,1,0,0,support,medium
1785,0.47,0.55,4,122,5,1,0,0,marketing,medium
1786,0.24,0.48,5,123,5,1,0,0,sales,low
1787,0.85,0.46,3,123,5,1,0,0,technical,low
1788,0.84,0.44,5,131,5,1,0,0,support,medium
1789,0.84,0.44,5,131,5,1,0,0,support,medium
1790,0.22,0.84,3,131,5,1,0,0,technical,low
1791,0.55,0.41,4,132,5,1,0,0,support,medium
1792,0.84,0.98,4,134,5,1,0,0,support,medium
1793,0.16,0.96,5,137,5,1,0,0,technical,low
1794,0.16,0.96,5,137,5,1,0,0,technical,low
1795,0.61,0.98,3,138,5,1,0,0,hr,medium
1796,0.99,0.75,6,139,5,1,0,0,technical,medium
1797,0.91,0.74,3,139,5,1,0,0,hr,medium
1798,0.16,0.8,4,140,5,1,0,0,IT,medium
1799,0.6,0.73,3,140,5,1,0,0,hr,low
1800,0.52,0.47,6,141,5,1,0,0,support,low
1801,0.19,0.5,6,143,5,1,0,0,sales,low
1802,0.16,0.64,6,143,5,1,0,0,support,low
1803,0.8,0.55,4,144,5,1,0,0,product_mng,high
1804,0.78,0.4,4,145,5,1,0,1,sales,medium
1805,0.78,0.4,4,145,5,1,0,1,sales,medium
1806,0.84,0.73,3,146,5,1,0,0,technical,high
1807,0.22,0.52,5,147,5,1,0,0,RandD,low
1808,0.57,0.5,5,149,5,1,0,0,RandD,medium
1809,0.57,0.82,3,149,5,1,0,0,support,medium
1810,0.24,0.7,6,153,5,1,0,0,marketing,low
1811,0.14,0.83,5,153,5,1,0,0,sales,medium
1812,0.53,0.7,4,155,5,1,0,0,support,low
1813,0.66,0.4,2,155,5,1,0,0,support,medium
1814,0.64,0.78,5,156,5,1,0,0,sales,low
1815,0.34,0.97,6,157,5,1,1,0,RandD,low
1816,0.13,1,4,157,5,1,0,0,technical,low
1817,0.75,0.78,4,158,5,1,0,0,RandD,medium
1818,0.63,0.78,2,158,5,1,0,0,sales,medium
1819,0.21,0.61,6,159,5,1,0,0,accounting,medium
1820,0.96,0.74,5,160,5,1,0,0,support,low
1821,0.52,0.96,6,166,5,1,0,0,technical,medium
1822,0.25,0.98,4,166,5,1,0,0,technical,low
1823,0.97,0.6,6,168,5,1,0,0,sales,high
1824,0.41,0.96,6,171,5,1,0,0,support,medium
1825,0.47,0.62,6,171,5,1,0,0,marketing,high
1826,0.84,0.76,5,172,5,1,0,0,technical,medium
1827,0.15,0.95,4,173,5,1,0,0,sales,low
1828,0.22,0.65,5,174,5,1,0,0,RandD,medium
1829,0.63,0.41,3,180,5,1,0,0,marketing,medium
1830,0.55,0.49,2,180,5,1,0,0,technical,low
1831,0.97,0.55,4,181,5,1,0,0,RandD,medium
1832,0.79,0.48,4,184,5,1,0,0,IT,low
1833,0.24,0.58,3,184,5,1,0,0,technical,medium
1834,0.49,0.5,4,187,5,1,0,0,support,medium
1835,0.42,0.89,6,188,5,1,0,0,sales,low
1836,0.6,0.73,3,191,5,1,0,0,technical,low
1837,0.25,0.75,5,194,5,1,0,0,support,low
1838,0.82,0.73,4,195,5,1,0,0,technical,medium
1839,0.23,0.79,5,196,5,1,0,0,support,low
1840,0.14,0.96,3,196,5,1,0,0,sales,medium
1841,0.34,0.82,6,197,5,1,0,0,technical,medium
1842,0.94,0.97,5,197,5,1,0,0,technical,low
1843,0.68,0.62,5,198,5,1,1,0,RandD,low
1844,0.24,0.88,5,199,5,1,0,0,sales,medium
1845,0.24,0.88,5,199,5,1,0,0,sales,medium
1846,0.98,0.88,5,203,5,1,0,0,sales,medium
1847,0.39,1,5,204,5,1,0,0,management,medium
1848,0.17,0.64,6,205,5,1,0,0,sales,medium
1849,0.27,0.6,6,205,5,1,0,0,technical,low
1850,0.15,0.53,4,205,5,1,0,0,sales,low
1851,0.81,0.49,2,205,5,1,0,0,sales,low
1852,0.21,0.98,6,208,5,1,0,0,product_mng,low
1853,0.18,0.54,6,209,5,1,0,0,sales,low
1854,0.18,0.54,6,209,5,1,0,0,sales,low
1855,0.13,0.94,4,213,5,1,0,0,hr,low
1856,0.68,0.4,3,213,5,1,0,1,sales,low
1857,0.68,0.4,3,213,5,1,0,1,sales,low
1858,0.99,0.39,6,214,5,1,0,0,sales,low
1859,0.77,0.89,2,215,5,1,0,0,management,medium
1860,0.8,0.97,4,218,5,1,1,0,support,medium
1861,0.81,0.81,4,218,5,1,1,0,IT,low
1862,0.76,0.86,5,223,5,1,1,0,product_mng,medium
1863,0.76,0.86,5,223,5,1,1,0,product_mng,medium
1864,0.76,0.86,5,223,5,1,1,0,product_mng,medium
1865,0.2,0.97,6,224,5,1,0,0,support,medium
1866,0.88,0.77,4,224,5,1,0,0,hr,low
1867,0.76,0.84,5,227,5,1,1,0,sales,medium
1868,0.82,0.56,2,227,5,1,0,0,management,high
1869,0.82,0.56,2,227,5,1,0,0,management,high
1870,0.89,0.88,5,228,5,1,1,0,support,low
1871,0.89,0.88,5,228,5,1,1,0,support,low
1872,0.79,1,4,229,5,1,1,0,management,medium
1873,0.88,0.88,5,232,5,1,1,0,accounting,medium
1874,0.82,0.94,5,232,5,1,1,0,IT,medium
1875,0.88,0.88,5,232,5,1,1,0,accounting,medium
1876,0.88,0.88,5,232,5,1,1,0,accounting,medium
1877,0.9,0.62,3,233,5,1,0,0,technical,low
1878,0.96,0.47,2,233,5,1,0,0,technical,low
1879,0.75,0.99,2,237,5,1,0,0,product_mng,low
1880,0.75,0.99,2,237,5,1,0,0,product_mng,low
1881,0.92,0.97,4,238,5,1,0,0,support,medium
1882,0.65,0.78,4,238,5,1,0,0,hr,low
1883,0.44,0.97,4,240,5,1,0,0,technical,medium
1884,0.86,0.93,5,241,5,1,1,0,support,low
1885,0.17,0.61,3,241,5,1,0,0,technical,low
1886,0.95,0.64,3,242,5,1,0,0,sales,low
1887,0.76,0.72,3,242,5,1,0,0,technical,medium
1888,0.74,0.68,3,242,5,1,0,0,support,medium
1889,0.65,0.91,4,243,5,1,0,0,IT,medium
1890,0.65,0.91,4,243,5,1,0,0,IT,medium
1891,0.73,0.75,2,243,5,1,0,0,technical,medium
1892,0.25,0.82,5,244,5,1,0,0,sales,medium
1893,0.82,0.83,4,245,5,1,1,0,sales,low
1894,0.84,0.89,4,245,5,1,1,0,support,medium
1895,0.85,0.87,5,246,5,1,1,0,sales,medium
1896,0.85,0.87,5,246,5,1,1,0,sales,medium
1897,0.83,0.57,2,246,5,1,0,0,accounting,low
1898,0.89,0.46,4,248,5,1,0,0,hr,medium
1899,0.6,0.69,6,250,5,1,0,0,management,low
1900,0.18,0.49,5,250,5,1,0,0,RandD,medium
1901,0.76,0.99,4,253,5,1,1,0,IT,medium
1902,0.91,1,4,253,5,1,1,0,technical,medium
1903,0.13,0.93,4,253,5,1,0,0,product_mng,low
1904,0.62,0.68,3,253,5,1,0,0,RandD,low
1905,0.46,0.87,5,254,5,1,0,0,sales,low
1906,0.98,0.62,5,254,5,1,0,0,sales,low
1907,0.76,0.82,4,254,5,1,1,0,sales,medium
1908,0.47,0.44,5,255,5,1,0,0,support,low
1909,0.88,0.97,4,255,5,1,1,0,IT,low
1910,0.8,0.99,4,255,5,1,0,0,technical,low
1911,0.39,0.87,5,257,5,1,0,0,IT,medium
1912,0.25,0.83,3,257,5,1,0,0,technical,medium
